,texts,labels
11917,just sent again do you scream and moan in bed princess,0
11918,goodfellas,0
11919,but i am way older,1
11920,well i relly live in mira loma,1
11921,your pussy ha little hair now,1
11922,made my last girlfriend orgasmm 3 for time with in to0 min,1
11923,i am back are u,1
11925,ok i am waliking ard now do u wan me 2 buy anything go ur house,0
11926,a clockwork orange is my secondfavorite film,0
11927,the descent is scary i never saw the japanese version of the grudge but the american version just seemed to be a boo movie i wondered if the japanese movie had a stronger story thread creepy kid and herkyjerky dead people used to get me going but the herkyjerky stuff ha become a cottage industry people who use it now should pay a royalty,0
11928,i would have to see them,1
11929,no i am here honey,1
11930,but i am notlets let the reader decide oh yea and the police judge and jyoury of your peer,1
11931,lol and l he needed bachmann to selfdestructâ let face it he would have never been able to win with a name like tinklenberg,0
11932,six foot under is a great show but after 5 season not to mention the way the last one ended what with the flash into the future so we know what happens with the character a movie would be bizarre id love to see a continuation of carnivale though that could definately work on the big screen still cannot believe it wa cancelled ugh a deadwood or soprano movie would be cool,0
11933,ok try to do week end course in coimbatore,0
11934,sim watching it in live,0
11935,i am in inside officestill filling formsdon know when they leave me,0
11936,hang on checkin it out,1
11937,can you send me a naked pic of u,1
11938,good morning princess how are you,0
11939,jack nicholson the joker,0
11940,have you ever sucked a penis,1
11941,early bird any purchase yet,0
11942,kiss back to you decoy name,1
11943,hey how are thing,0
11944,you want to maturbate,1
11945,iû÷m parked next to a mini when are you coming in today do you think,0
11946,ok set let u noe e detail later,0
11947,do you need protection,1
11948,your not gon na be shy on me,1
11949,your pussy still will tight love,1
11950,she has talented and is a good actress,0
11951,you have any pic that show your butt,1
11952,update your face book status frequently,0
11953,i wa watching the faculty the other daya movie that i have seen many timesyet for the first time i realized it wa directed by robert rodriguezwowhow dumb did i feel i love his movie and all this time this wa one of hishahaha,0
11954,she let you chat online,1
11955,why this is old news and ha already been cleared up he did nothing wrong,0
11956,wow mom had you late should i bring condom or no,1
11957,so what do you like to do for fun,1
11958,yeah give me a call if you have got a minute,0
11959,so that is what i am saying when is that time to meet you we will come,1
11960,am slow in using biolas fne,0
11961,auntie huai juan never pick up her phone,0
11962,i have lost 10 kilo a of today,0
11963,when i walk we take your clothe is off,1
11964,i am sorry idid not get the last message,1
11965,whatever you want to do,1
11966,just ate pizza,1
11967,take picthen send it to me,1
11968,you can never do nothing,0
11969,so what else do you like to do,1
11970,there in bed,1
11971,checking email and looking for hotties,1
11972,pick ur fone up now u dumb,0
11973,ok like i say what ever you want and undeare your shirt nothing,1
11974,no deam seeing in online shop so that i asked,0
11975,the democrat party ha a history of being the party of slavery,0
