text,labels
so what would you rather be doing,1
does she get naughty with him?,1
ahhh yea i call that naughty,1
so how old is here boyfriend?,1
oh and how old are you,1
can i ask hove you got nauhty with somene?,1
can i ask did you suck him?,1
its ok if you want to be naughty,1
let me ask do you have a fantasy ?,1
i mean in naughty way,1
so what you want to do in a naughty way,1
just wonderin what you would like to try doing,1
but that would be up to you,1
what do you want to do,1
intercoyourse,1
you know how babies are made,1
i do have a cam though,1
you want to see ,1
you think ,1
so you like what you see?,1
just trying to find where pics are,1
hang on checkin it out,1
no your cute,1
actually you look pretty,1
so do you want to get naughty?,1
 i dont know what are you wearin?,1
 ok what udeare dress,1
well i dont know some people don't wear panties,1
unless i have a nice girl who would want to suck it laugh,1
has any one ever showed you cam?,1
do you play with yourself?,1
oh you  would rather guy do that?,1
the guy you were touchinand stuff did you let him touch it,1
oh so you never been touched there,1
rub all over it make you cum,1
good touchin and feelin,1
you have any hair there?,1
 smooth down there,1
how big your tits?,1
wow nice size,1
can i suck on them,1
can i come wash your back ,1
might lead to washing othere parts ,1
areound tits and othere places,1
pussy ,1
you like that,1
would you wash me,1
kiss touch and feel,1
maybe a little sucking,1
you want to suck some dick ,1
ok would you care to see what you gonna suck?,1
you sure you want to see it,1
anyone ever show you,1
k unless you want me to come wash u,1
so when mom get home?,1
so you in house or apartment?,1
so dod you like last night?,1
ok has any one done that with you before?,1
yea so you like me ,1
oh ok so you watch them kiss and stuff,1
you like the guy in charge huh?,1
do they keep a eye on u,1
so what you doing tonight?,1
hmmm some touchin and feelin huh,1
sure up to you if you wanna,1
hmm you need your back washed again laugh,1
sure wish you had a cam,1
all nice and clean,1
so what you sleep in?,1
you like it?,1
you ever sleep naked?,1
hmm ic well you can just wear jeans or sunthin,1
hmm i don't know you,1
hmmm would you like to kiss,1
sure you want to kiss me,1
maybe suck on your nipples,1
you want me to do that,1
you want to do more than that?,1
like suck some dick,1
you really want to learn,1
laugh so what are you cyourious to learn,1
have to go somewhere and get you totally naked,1
have you suck and me feel and rub on you,1
so you want to get naughty huh,1
what kinda panties you wear?,1
you have thongs?,1
should get you some sexy see through panties,1
you want some?,1
if i do get some for you you gonna model them for me,1
what size panties you wear?,1
so do you wear tight jeans or loose,1
thinkin you should be here naked laugh,1
would you like it,1
so when no one home do you go aroud naked?,1
what you thinking,1
its ok jus come naked laugh,1
what ever you want to wear,1
you gonna look pretty no matter what you wear,1
"wellif you do i don't like alot, i like natural beauty",1
hi sorry missed you on here,1
what you like to eat,1
you really want me to come pick you up,1
laugh oh ok so where mom ?,1
what would make you happy?,1
so what turns you on about a older guy,1
would you like to do some naughty things?,1
well you can touch and stuff,1
ok do you want to though,1
up to you thogh,1
hmm you can snack on me ,1
laugh well right this second gettin undressed,1
sittin here in underwear now,1
so you get your shower yet?,1
oh i know you want to check out the bed laugh,1
has a twin bed in it,1
yea not to bad pretty comfy,1
oh ok thought you  might have wanted something,1
hmm well what would be fun to you,1
you want to get naughty huh,1
you want to lick and suck,1
you my cock and me your pussy,1
no i think you probally that age you really cyourious abiout sex,1
well cause it has bed,1
what you wearin tonight,1
can i come undress you,1
would you want me to come undress you,1
so what you thinking about,1
oh what you thinking about it?,1
or a sexy pair of panties laugh,1
sure if you model them for me,1
yea but your mom can never find it,1
so what have you done so far?,1
ok what did he touch?,1
ok rubbed on tits,1
did he lick them?,1
oh were your nipples hard?,1
do you have little nipples or big?,1
just wonderin if they long or short,1
have you had your pussy rubbed on?,1
you want it rubbed on?,1
do you rub on it?,1
have you ever got like a tingle feeling there? or in tummy,1
when ever like when you see a cute guy or something,1
hmmm makes you feel like warm all over,1
k do you like that feeling?,1
just wonderin ok cool what you wear undeare them,1
well some girls wear undies and shorts,1
wear skirt thyours,1
you ever feel a cock?,1
let you touch mine,1
you like talkin naughty?,1
just wear your mini skirt ,1
well you better get in bed laugh,1
hey chick how are you,1
so what are you  up to this summer,1
"laugh , that could be a bad thing",1
you  looked at my profile yet?,1
"ohok , well i am seeking some naughty fun ",1
don't know  if you  are up for that kinda thing  ,1
so you  like naughty stuff?,1
what all have you  don't if you  don't mind me asking?,1
"sorry , what all have you  done ?",1
can you  deepthroat?,1
 might have to show you  later,1
so you  are free this weekend?,1
so we could hangout at your house?,1
what all could we do ?? movie? hottub??,1
you  play in it any??,1
you  get in it when your parents arent around?,1
how big is it?,1
so how do you  feel about sex?,1
you  on birth control or you  sticking with condoms?,1
you  really tight??,1
how many fingers you  get in?,1
hey do you  have a gag reflex?,1
"oh ok , well do you  want to know what deepthroating is?",1
"its where you  take the guys whole dick in your mouth , where it goes to the back of your throat",1
think you  could handle that?,1
i show you  my pic later today,1
"so when you  had sex before, did it hurt , i mean you  being tight and all",1
"cause if you  can only fit two fingers , i will stretch you  some , and i don't want you  to be hurting",1
you  got toys?,1
what you  going to practice with?,1
you  don't moan a lot??,1
what do you  want to try that you  havent done before??,1
what all have you  done?,1
give and receive oral?,1
willing to try that?,1
you  want to try that deepthroating i was talking about earlier ??,1
what if all we did was oral?? would you  be ok with that?,1
"yeah id be ok with it , i mean if we have sex then hell yeah but i love to do oral",1
did you  like third base?,1
"who gave out first ,you  or him??",1
what else you  want me to bring?,1
why don't we make oyour  cum the lemonade and you  my cake??,1
"when you  had sex before , did you  cum a lot?",1
did you  have a lot juice come out of your pussy?,1
wait ti will you  have a guy eat you  out ,1
some girls squirt cum they have such an extreme orgasms,1
"when you  had sex before , who stopped first?",1
think you  could have gone much longer?,1
"oh ok then ,you  kinda cocky arent you",1
what position did you  do it in?,1
any position youve seen that you  want to try??,1
hey i got to go eat i will be back in a few,1
what time do you  usualy go to sleep?,1
don't dream about me too much,1
hey you   might want to go ahead and start practicing,1
i am 7 inches,1
" might give you  something to dream about, sleep tight",1
"how deep are you  , do you  know?",1
you  got a lot of things to try,1
you  think you  could take all 7 in ?,1
hey are you  nipples sensative?,1
"cool , you  let me suck on them??",1
which one you  want first,1
i can still will cum meet you,1
?,1
well i know some people don't like to be open minded about sex and all,1
so you  are interested in trying ?,1
"anal, something in both , 69",1
maybe a dick in your pussy while i finger your ass or vice versa,1
hey do you  have a pic or anything?,1
if i get there around 1 thatll give me a couple hours with you,1
you  think you  can do it for two hours??,1
would you  let me go in a couple of times with out a condom to see what you  feel like raw?,1
"no babe ,i am clean",1
did i ask you  if you  squirted ?,1
so do you  squirt? wana see if i can make you  squirt,1
just lonely,1
just looking for some fun,1
a hook up,1
" talk, make out, whatever ",1
what do you  do for fun?,1
you  have a cam?,1
I can't get into my profile,1
your cute you are self,1
fun time now uh?,1
you  married?,1
feeling frisky?,1
want me?,1
I mean physically?,1
what else? what kinfd of fun?,1
" you  tell me specifically, I like girls who know what they want to do ",1
you  must know what you  want,1
all we could do is kiss if that is all you  wanted to do,1
just don't want to push you,1
think i am gonna get naked,1
comming to greenvile and getting naked laugh,1
whatever you  want to do with me,1
